NS10000 VALID
CN0 7386, LN0 0256, HN0 8014
CN3 2316, LN3 5286, HN3 3044
CN4 4891, LN4 7761, HN4 5529

CN0 5708, LN0 8678, HN0 6436
CN1 7283, LN1 0153, HN1 8911
CN2 9768, LN2 2638, HN2 0496
CN3 1243, LN3 4113, HN3 2971
CN4 3728, LN4 6698, HN4 4456

CN0 8431, LN0 1301, HN0 9169
CN1 0916, LN1 3886, HN1 1644
CN2 2491, LN2 5361, HN2 3129
CN3 4976, LN3 7846, HN3 5604
CN4 6451, LN4 9321, HN4 7189

CN0 9105, LN0 2075, HN0 0833
CN1 1680, LN1 4550, HN1 2318
CN2 3165, LN2 6035, HN2 4893
CN3 5640, LN3 8510, HN3 6378
CN4 7125, LN4 0095, HN4 8853

CN0 7923, LN0 0893, HN0 8651
CN1 9408, LN1 2378, HN1 0136
CN2 1983, LN2 4853, HN2 2611
CN3 3468, LN3 6338, HN3 4196
CN4 5943, LN4 8813, HN4 6671

CN0 7063, LN0 0933, HN0 8791
CN1 9548, LN1 2418, HN1 0276
CN2 1023, LN2 4993, HN2 2751
CN3 3508, LN3 6478, HN3 4236
CN4 5083, LN4 8953, HN4 6711

CN0 5401, LN0 8371, HN0 6139
CN1 7986, LN1 0856, HN1 8614
CN2 9461, LN2 2331, HN2 0199
CN3 1946, LN3 4816, HN3 2674
CN4 3421, LN4 6391, HN4 4159

CN0 9105, LN0 2075, HN0 0833
CN1 1680, LN1 4550, HN1 2318
CN2 3165, LN2 6035, HN2 4893
CN3 5640, LN3 8510, HN3 6378
CN4 7125, LN4 0095, HN4 8853

CN0 6172, LN0 9042, HN0 7800
CN1 8657, LN1 1527, HN1 9385
CN2 0132, LN2 3002, HN2 1860
CN3 2617, LN3 5587, HN3 3345
CN4 4192, LN4 7062, HN4 5820

CN0 9285, LN0 2155, HN0 0913
CN1 1760, LN1 4630, HN1 2498
CN2 3245, LN2 6115, HN2 4973
CN3 5720, LN3 8690, HN3 6458
CN4 7205, LN4 0175, HN4 8933

CN0 7320, LN0 0290, HN0 8058
CN1 9805, LN1 2775, HN1 0533
CN2 1380, LN2 4250, HN2 2018
CN3 3865, LN3 6735, HN3 4593
CN4 5340, LN4 8210, HN4 6078

CN0 2134, LN0 5004, HN0 3862
CN1 4619, LN1 7589, HN1 5347
CN2 6194, LN2 9064, HN2 7822
CN3 8679, LN3 1549, HN3 9307
CN4 0154, LN4 3024, HN4 1882

CN0 4097, LN0 7967, HN0 5725
CN1 6572, LN1 9442, HN1 7200
CN2 8057, LN2 1927, HN2 9785
CN3 0532, LN3 3402, HN3 1260
CN4 2017, LN4 5987, HN4 3745

CN0 6831, LN0 9701, HN0 7569
CN1 8316, LN1 1286, HN1 9044
CN2 0891, LN2 3761, HN2 1529
CN3 2376, LN3 5246, HN3 3004
CN4 4851, LN4 7721, HN4 5589

CN0 6872, LN0 9742, HN0 7500
CN1 8357, LN1 1227, HN1 9085
CN2 0832, LN2 3702, HN2 1560
CN3 2317, LN3 5287, HN3 3045
CN4 4892, LN4 7762, HN4 5520

CN0 8730, LN0 1600, HN0 9468
CN1 0215, LN1 3185, HN1 1943
CN2 2790, LN2 5660, HN2 3428
CN3 4275, LN3 7145, HN3 5903
CN4 6750, LN4 9620, HN4 7488

CN0 5107, LN0 8077, HN0 6835
CN1 7682, LN1 0552, HN1 8310
CN2 9167, LN2 2037, HN2 0895
CN3 1642, LN3 4512, HN3 2370
CN4 3127, LN4 6097, HN4 4855

CN0 8031, LN0 1901, HN0 9769
CN1 0516, LN1 3486, HN1 1244
CN2 2091, LN2 5961, HN2 3729
CN3 4576, LN3 7446, HN3 5204
CN4 6051, LN4 9921, HN4 7789

CN0 6819, LN0 9789, HN0 7547
CN1 8394, LN1 1264, HN1 9022
CN2 0879, LN2 3749, HN2 1507
CN3 2354, LN3 5224, HN3 3082
CN4 4839, LN4 7709, HN4 5567

CN0 5027, LN0 8997, HN0 6755
CN1 7502, LN1 0472, HN1 8230
CN2 9087, LN2 2957, HN2 0715
CN3 1562, LN3 4432, HN3 2290
CN4 3047, LN4 6917, HN4 4775

CN0 7063, LN0 0933, HN0 8791
CN1 9548, LN1 2418, HN1 0276
CN2 1023, LN2 4993, HN2 2751
CN3 3508, LN3 6478, HN3 4236
CN4 5083, LN4 8953, HN4 6711

CN0 6215, LN0 9185, HN0 7943
CN1 8790, LN1 1660, HN1 9428
CN2 0275, LN2 3145, HN2 1903
CN3 2750, LN3 5620, HN3 3488
CN4 4235, LN4 7105, HN4 5963

CN0 8097, LN0 1967, HN0 9725
CN1 0572, LN1 3442, HN1 1200
CN2 2057, LN2 5927, HN2 3785
CN3 4532, LN3 7402, HN3 5260
CN4 6017, LN4 9987, HN4 7745

CN0 9105, LN0 2075, HN0 0833
CN1 1680, LN1 4550, HN1 2318
CN2 3165, LN2 6035, HN2 4893
CN3 5640, LN3 8510, HN3 6378
CN4 7125, LN4 0095, HN4 8853

CN0 8094, LN0 1964, HN0 9722
CN1 0579, LN1 3449, HN1 1207
CN2 2054, LN2 5924, HN2 3782
CN3 4539, LN3 7409, HN3 5267
CN4 6014, LN4 9984, HN4 7742

CN0 9408, LN0 2378, HN0 0136
CN1 1983, LN1 4853, HN1 2611
CN2 3468, LN2 6338, HN2 4196
CN3 5943, LN3 8813, HN3 6671
CN4 7428, LN4 0398, HN4 8156

CN0 6578, LN0 9448, HN0 7206
CN1 8053, LN1 1923, HN1 9781
CN2 0538, LN2 3408, HN2 1266
CN3 2013, LN3 5983, HN3 3741
CN4 4598, LN4 7468, HN4 5226

CN0 8094, LN0 1964, HN0 9722
CN1 0579, LN1 3449, HN1 1207
CN2 2054, LN2 5924, HN2 3782
CN3 4539, LN3 7409, HN3 5267
CN4 6014, LN4 9984, HN4 7742

CN0 9105, LN0 2075, HN0 0833
CN1 1680, LN1 4550, HN1 2318
CN2 3165, LN2 6035, HN2 4893
CN3 5640, LN3 8510, HN3 6378
CN4 7125, LN4 0095, HN4 8853

CN0 6918, LN0 9888, HN0 7646
CN1 8493, LN1 1363, HN1 9121
CN2 0978, LN2 3848, HN2 1606
CN3 2453, LN3 5323, HN3 3181
CN4 4938, LN4 7808, HN4 5666

CN0 2571, LN0 5441, HN0 3209
CN1 4056, LN1 7926, HN1 5784
CN2 6531, LN2 9401, HN2 7269
CN3 8016, LN3 1986, HN3 9744
CN4 0591, LN4 3461, HN4 1229

CN0 4093, LN0 7963, HN0 5721
CN1 6578, LN1 9448, HN1 7206
CN2 8053, LN2 1923, HN2 9781
CN3 0538, LN3 3408, HN3 1266
CN4 2013, LN4 5983, HN4 3741

CN0 8031, LN0 1901, HN0 9769
CN1 0516, LN1 3486, HN1 1244
CN2 2091, LN2 5961, HN2 3729
CN3 4576, LN3 7446, HN3 5204
CN4 6051, LN4 9921, HN4 7789

CN0 8174, LN0 1044, HN0 9802
CN1 0659, LN1 3529, HN1 1387
CN2 2134, LN2 5004, HN2 3862
CN3 4619, LN3 7589, HN3 5347
CN4 6194, LN4 9064, HN4 7822

CN0 5708, LN0 8678, HN0 6436
CN1 7283, LN1 0153, HN1 8911
CN2 9768, LN2 2638, HN2 0496
CN3 1243, LN3 4113, HN3 2971
CN4 3728, LN4 6698, HN4 4456

CN0 2874, LN0 5744, HN0 3502
CN1 4359, LN1 7229, HN1 5087
CN2 6834, LN2 9704, HN2 7562
CN3 8319, LN3 1289, HN3 9047
CN4 0894, LN4 3764, HN4 1522

CN0 2518, LN0 5488, HN0 3246
CN1 4093, LN1 7963, HN1 5721
CN2 6578, LN2 9448, HN2 7206
CN3 8053, LN3 1923, HN3 9781
CN4 0538, LN4 3408, HN4 1266

CN0 6578, LN0 9448, HN0 7206
CN1 8053, LN1 1923, HN1 9781
CN2 0538, LN2 3408, HN2 1266
CN3 2013, LN3 5983, HN3 3741
CN4 4598, LN4 7468, HN4 5226

CN0 5761, LN0 8631, HN0 6499
CN1 7246, LN1 0116, HN1 8974
CN2 9721, LN2 2691, HN2 0459
CN3 1206, LN3 4176, HN3 2934
CN4 3781, LN4 6651, HN4 4419

CN0 9164, LN0 2034, HN0 0892
CN1 1649, LN1 4519, HN1 2377
CN2 3124, LN2 6094, HN2 4852
CN3 5609, LN3 8579, HN3 6337
CN4 7184, LN4 0054, HN4 8812

CN0 7289, LN0 0159, HN0 8917
CN1 9764, LN1 2634, HN1 0492
CN2 1249, LN2 4119, HN2 2977
CN3 3724, LN3 6694, HN3 4452
CN4 5209, LN4 8179, HN4 6937

CN0 4790, LN0 7660, HN0 5428
CN1 6275, LN1 9145, HN1 7903
CN2 8750, LN2 1620, HN2 9488
CN3 0235, LN3 3105, HN3 1963
CN4 2710, LN4 5680, HN4 3448

CN0 3289, LN0 6159, HN0 4917
CN1 5764, LN1 8634, HN1 6492
CN2 7249, LN2 0119, HN2 8977
CN3 9724, LN3 2694, HN3 0452
CN4 1209, LN4 4179, HN4 2937

CN0 5460, LN0 8330, HN0 6198
CN1 7945, LN1 0815, HN1 8673
CN2 9420, LN2 2390, HN2 0158
CN3 1905, LN3 4875, HN3 2633
CN4 3480, LN4 6350, HN4 4118

CN0 9501, LN0 2471, HN0 0239
CN1 1086, LN1 4956, HN1 2714
CN2 3561, LN2 6431, HN2 4299
CN3 5046, LN3 8916, HN3 6774
CN4 7521, LN4 0491, HN4 8259

CN0 2174, LN0 5044, HN0 3802
CN1 4659, LN1 7529, HN1 5387
CN2 6134, LN2 9004, HN2 7862
CN3 8619, LN3 1589, HN3 9347
CN4 0194, LN4 3064, HN4 1822

CN0 4693, LN0 7563, HN0 5321
CN1 6178, LN1 9048, HN1 7806
CN2 8653, LN2 1523, HN2 9381
CN3 0138, LN3 3008, HN3 1866
CN4 2613, LN4 5583, HN4 3341

CN0 2134, LN0 5004, HN0 3862
CN1 4619, LN1 7589, HN1 5347
CN2 6194, LN2 9064, HN2 7822
CN3 8679, LN3 1549, HN3 9307
CN4 0154, LN4 3024, HN4 1882

CN0 9104, LN0 2074, HN0 0832
CN1 1689, LN1 4559, HN1 2317
CN2 3164, LN2 6034, HN2 4892
CN3 5649, LN3 8519, HN3 6377
CN4 7124, LN4 0094, HN4 8852

CN0 3629, LN0 6599, HN0 4357
CN1 5104, LN1 8074, HN1 6832
CN2 7689, LN2 0559, HN2 8317
CN3 9164, LN3 2034, HN3 0892
CN4 1649, LN4 4519, HN4 2377

CN0 2478, LN0 5348, HN0 3106
CN1 4953, LN1 7823, HN1 5681
CN2 6438, LN2 9308, HN2 7166
CN3 8913, LN3 1883, HN3 9641
CN4 0498, LN4 3368, HN4 1126

CN0 8793, LN0 1663, HN0 9421
CN1 0278, LN1 3148, HN1 1906
CN2 2753, LN2 5623, HN2 3481
CN3 4238, LN3 7108, HN3 5966
CN4 6713, LN4 9683, HN4 7441

CN0 9104, LN0 2074, HN0 0832
CN1 1689, LN1 4559, HN1 2317
CN2 3164, LN2 6034, HN2 4892
CN3 5649, LN3 8519, HN3 6377
CN4 7124, LN4 0094, HN4 8852

CN0 7920, LN0 0890, HN0 8658
CN1 9405, LN1 2375, HN1 0133
CN2 1980, LN2 4850, HN2 2618
CN3 3465, LN3 6335, HN3 4193
CN4 5940, LN4 8810, HN4 6678

CN0 9461, LN0 2331, HN0 0199
CN1 1946, LN1 4816, HN1 2674
CN2 3421, LN2 6391, HN2 4159
CN3 5906, LN3 8876, HN3 6634
CN4 7481, LN4 0351, HN4 8119

CN0 7289, LN0 0159, HN0 8917
CN1 9764, LN1 2634, HN1 0492
CN2 1249, LN2 4119, HN2 2977
CN3 3724, LN3 6694, HN3 4452
CN4 5209, LN4 8179, HN4 6937

CN0 5104, LN0 8074, HN0 6832
CN1 7689, LN1 0559, HN1 8317
CN2 9164, LN2 2034, HN2 0892
CN3 1649, LN3 4519, HN3 2377
CN4 3124, LN4 6094, HN4 4852

CN0 3926, LN0 6896, HN0 4654
CN1 5401, LN1 8371, HN1 6139
CN2 7986, LN2 0856, HN2 8614
CN3 9461, LN3 2331, HN3 0199
CN4 1946, LN4 4816, HN4 2674

CN0 8471, LN0 1341, HN0 9109
CN1 0956, LN1 3826, HN1 1684
CN2 2431, LN2 5301, HN2 3169
CN3 4916, LN3 7886, HN3 5644
CN4 6491, LN4 9361, HN4 7129

CN0 7923, LN0 0893, HN0 8651
CN1 9408, LN1 2378, HN1 0136
CN2 1983, LN2 4853, HN2 2611
CN3 3468, LN3 6338, HN3 4196
CN4 5943, LN4 8813, HN4 6671

CN0 6915, LN0 9885, HN0 7643
CN1 8490, LN1 1360, HN1 9128
CN2 0975, LN2 3845, HN2 1603
CN3 2450, LN3 5320, HN3 3188
CN4 4935, LN4 7805, HN4 5663

CN0 3582, LN0 6452, HN0 4210
CN1 5067, LN1 8937, HN1 6795
CN2 7542, LN2 0412, HN2 8270
CN3 9027, LN3 2997, HN3 0755
CN4 1502, LN4 4472, HN4 2230

CN0 3982, LN0 6852, HN0 4610
CN1 5467, LN1 8337, HN1 6195
CN2 7942, LN2 0812, HN2 8670
CN3 9427, LN3 2397, HN3 0155
CN4 1902, LN4 4872, HN4 2630

CN0 9804, LN0 2774, HN0 0532
CN1 1389, LN1 4259, HN1 2017
CN2 3864, LN2 6734, HN2 4592
CN3 5349, LN3 8219, HN3 6077
CN4 7824, LN4 0794, HN4 8552

CN0 8093, LN0 1963, HN0 9721
CN1 0578, LN1 3448, HN1 1206
CN2 2053, LN2 5923, HN2 3781
CN3 4538, LN3 7408, HN3 5266
CN4 6013, LN4 9983, HN4 7741

CN0 9405, LN0 2375, HN0 0133
CN1 1980, LN1 4850, HN1 2618
CN2 3465, LN2 6335, HN2 4193
CN3 5940, LN3 8810, HN3 6678
CN4 7425, LN4 0395, HN4 8153

CN0 9105, LN0 2075, HN0 0833
CN1 1680, LN1 4550, HN1 2318
CN2 3165, LN2 6035, HN2 4893
CN3 5640, LN3 8510, HN3 6378
CN4 7125, LN4 0095, HN4 8853

CN0 7063, LN0 0933, HN0 8791
CN1 9548, LN1 2418, HN1 0276
CN2 1023, LN2 4993, HN2 2751
CN3 3508, LN3 6478, HN3 4236
CN4 5083, LN4 8953, HN4 6711

CN0 9408, LN0 2378, HN0 0136
CN1 1983, LN1 4853, HN1 2611
CN2 3468, LN2 6338, HN2 4196
CN3 5943, LN3 8813, HN3 6671
CN4 7428, LN4 0398, HN4 8156

CN0 6918, LN0 9888, HN0 7646
CN1 8493, LN1 1363, HN1 9121
CN2 0978, LN2 3848, HN2 1606
CN3 2453, LN3 5323, HN3 3181
CN4 4938, LN4 7808, HN4 5666

CN0 2438, LN0 5308, HN0 3166
CN1 4913, LN1 7883, HN1 5641
CN2 6498, LN2 9368, HN2 7126
CN3 8973, LN3 1843, HN3 9601
CN4 0458, LN4 3328, HN4 1186

CN0 2815, LN0 5785, HN0 3543
CN1 4390, LN1 7260, HN1 5028
CN2 6875, LN2 9745, HN2 7503
CN3 8350, LN3 1220, HN3 9088
CN4 0835, LN4 3705, HN4 1563

CN0 2431, LN0 5301, HN0 3169
CN1 4916, LN1 7886, HN1 5644
CN2 6491, LN2 9361, HN2 7129
CN3 8976, LN3 1846, HN3 9604
CN4 0451, LN4 3321, HN4 1189

CN0 5460, LN0 8330, HN0 6198
CN1 7945, LN1 0815, HN1 8673
CN2 9420, LN2 2390, HN2 0158
CN3 1905, LN3 4875, HN3 2633
CN4 3480, LN4 6350, HN4 4118

CN0 5401, LN0 8371, HN0 6139
CN1 7986, LN1 0856, HN1 8614
CN2 9461, LN2 2331, HN2 0199
CN3 1946, LN3 4816, HN3 2674
CN4 3421, LN4 6391, HN4 4159

CN0 7023, LN0 0993, HN0 8751
CN1 9508, LN1 2478, HN1 0236
CN2 1083, LN2 4953, HN2 2711
CN3 3568, LN3 6438, HN3 4296
CN4 5043, LN4 8913, HN4 6771

CN0 6278, LN0 9148, HN0 7906
CN1 8753, LN1 1623, HN1 9481
CN2 0238, LN2 3108, HN2 1966
CN3 2713, LN3 5683, HN3 3441
CN4 4298, LN4 7168, HN4 5926

CN0 5720, LN0 8690, HN0 6458
CN1 7205, LN1 0175, HN1 8933
CN2 9780, LN2 2650, HN2 0418
CN3 1265, LN3 4135, HN3 2993
CN4 3740, LN4 6610, HN4 4478

CN0 5701, LN0 8671, HN0 6439
CN1 7286, LN1 0156, HN1 8914
CN2 9761, LN2 2631, HN2 0499
CN3 1246, LN3 4116, HN3 2974
CN4 3721, LN4 6691, HN4 4459

CN0 8174, LN0 1044, HN0 9802
CN1 0659, LN1 3529, HN1 1387
CN2 2134, LN2 5004, HN2 3862
CN3 4619, LN3 7589, HN3 5347
CN4 6194, LN4 9064, HN4 7822

CN0 7283, LN0 0153, HN0 8911
CN1 9768, LN1 2638, HN1 0496
CN2 1243, LN2 4113, HN2 2971
CN3 3728, LN3 6698, HN3 4456
CN4 5203, LN4 8173, HN4 6931

CN0 8093, LN0 1963, HN0 9721
CN1 0578, LN1 3448, HN1 1206
CN2 2053, LN2 5923, HN2 3781
CN3 4538, LN3 7408, HN3 5266
CN4 6013, LN4 9983, HN4 7741

CN0 8734, LN0 1604, HN0 9462
CN1 0219, LN1 3189, HN1 1947
CN2 2794, LN2 5664, HN2 3422
CN3 4279, LN3 7149, HN3 5907
CN4 6754, LN4 9624, HN4 7482

CN0 6215, LN0 9185, HN0 7943
CN1 8790, LN1 1660, HN1 9428
CN2 0275, LN2 3145, HN2 1903
CN3 2750, LN3 5620, HN3 3488
CN4 4235, LN4 7105, HN4 5963

CN0 5061, LN0 8931, HN0 6799
CN1 7546, LN1 0416, HN1 8274
CN2 9021, LN2 2991, HN2 0759
CN3 1506, LN3 4476, HN3 2234
CN4 3081, LN4 6951, HN4 4719

CN0 8134, LN0 1004, HN0 9862
CN1 0619, LN1 3589, HN1 1347
CN2 2194, LN2 5064, HN2 3822
CN3 4679, LN3 7549, HN3 5307
CN4 6154, LN4 9024, HN4 7882

CN0 6218, LN0 9188, HN0 7946
CN1 8793, LN1 1663, HN1 9421
CN2 0278, LN2 3148, HN2 1906
CN3 2753, LN3 5623, HN3 3481
CN4 4238, LN4 7108, HN4 5966

CN0 7386, LN0 0256, HN0 8014
CN1 9861, LN1 2731, HN1 0599
CN2 1346, LN2 4216, HN2 2074
CN3 3821, LN3 6791, HN3 4559
CN4 5306, LN4 8276, HN4 6034

CN0 3805, LN0 6775, HN0 4533
CN1 5380, LN1 8250, HN1 6018
CN2 7865, LN2 0735, HN2 8593
CN3 9340, LN3 2210, HN3 0078
CN4 1825, LN4 4795, HN4 2553

CN0 6812, LN0 9782, HN0 7540
CN1 8397, LN1 1267, HN1 9025
CN2 0872, LN2 3742, HN2 1500
CN3 2357, LN3 5227, HN3 3085
CN4 4832, LN4 7702, HN4 5560

CN0 3685, LN0 6555, HN0 4313
CN1 5160, LN1 8030, HN1 6898
CN2 7645, LN2 0515, HN2 8373
CN3 9120, LN3 2090, HN3 0858
CN4 1605, LN4 4575, HN4 2333

CN0 3982, LN0 6852, HN0 4610
CN1 5467, LN1 8337, HN1 6195
CN2 7942, LN2 0812, HN2 8670
CN3 9427, LN3 2397, HN3 0155
CN4 1902, LN4 4872, HN4 2630

CN0 4390, LN0 7260, HN0 5028
CN1 6875, LN1 9745, HN1 7503
CN2 8350, LN2 1220, HN2 9088
CN3 0835, LN3 3705, HN3 1563
CN4 2310, LN4 5280, HN4 3048

CN0 5801, LN0 8771, HN0 6539
CN1 7386, LN1 0256, HN1 8014
CN2 9861, LN2 2731, HN2 0599
CN3 1346, LN3 4216, HN3 2074
CN4 3821, LN4 6791, HN4 4559

CN0 5104, LN0 8074, HN0 6832
CN1 7689, LN1 0559, HN1 8317
CN2 9164, LN2 2034, HN2 0892
CN3 1649, LN3 4519, HN3 2377
CN4 3124, LN4 6094, HN4 4852

CN0 6278, LN0 9148, HN0 7906
CN1 8753, LN1 1623, HN1 9481
CN2 0238, LN2 3108, HN2 1966
CN3 2713, LN3 5683, HN3 3441
CN4 4298, LN4 7168, HN4 5926

CN0 9405, LN0 2375, HN0 0133
CN1 1980, LN1 4850, HN1 2618
CN2 3465, LN2 6335, HN2 4193
CN3 5940, LN3 8810, HN3 6678
CN4 7425, LN4 0395, HN4 8153

CN0 3985, LN0 6855, HN0 4613
CN1 5460, LN1 8330, HN1 6198
CN2 7945, LN2 0815, HN2 8673
CN3 9420, LN3 2390, HN3 0158
CN4 1905, LN4 4875, HN4 2633

CN0 9805, LN0 2775, HN0 0533
CN1 1380, LN1 4250, HN1 2018
CN2 3865, LN2 6735, HN2 4593
CN3 5340, LN3 8210, HN3 6078
CN4 7825, LN4 0795, HN4 8553

CN0 2475, LN0 5345, HN0 3103
CN1 4950, LN1 7820, HN1 5688
CN2 6435, LN2 9305, HN2 7163
CN3 8910, LN3 1880, HN3 9648
CN4 0495, LN4 3365, HN4 1123

CN0 7623, LN0 0593, HN0 8351
CN1 9108, LN1 2078, HN1 0836
CN2 1683, LN2 4553, HN2 2311
CN3 3168, LN3 6038, HN3 4896
CN4 5643, LN4 8513, HN4 6371

CN0 2431, LN0 5301, HN0 3169
CN1 4916, LN1 7886, HN1 5644
CN2 6491, LN2 9361, HN2 7129
CN3 8976, LN3 1846, HN3 9604
CN4 0451, LN4 3321, HN4 1189

CN0 2794, LN0 5664, HN0 3422
CN1 4279, LN1 7149, HN1 5907
CN2 6754, LN2 9624, HN2 7482
CN3 8239, LN3 1109, HN3 9967
CN4 0714, LN4 3684, HN4 1442

CN0 5408, LN0 8378, HN0 6136
CN1 7983, LN1 0853, HN1 8611
CN2 9468, LN2 2338, HN2 0196
CN3 1943, LN3 4813, HN3 2671
CN4 3428, LN4 6398, HN4 4156

CN0 8037, LN0 1907, HN0 9765
CN1 0512, LN1 3482, HN1 1240
CN2 2097, LN2 5967, HN2 3725
CN3 4572, LN3 7442, HN3 5200
CN4 6057, LN4 9927, HN4 7785

CN0 9405, LN0 2375, HN0 0133
CN1 1980, LN1 4850, HN1 2618
CN2 3465, LN2 6335, HN2 4193
CN3 5940, LN3 8810, HN3 6678
CN4 7425, LN4 0395, HN4 8153

CN0 9801, LN0 2771, HN0 0539
CN1 1386, LN1 4256, HN1 2014
CN2 3861, LN2 6731, HN2 4599
CN3 5346, LN3 8216, HN3 6074
CN4 7821, LN4 0791, HN4 8559

CN0 2438, LN0 5308, HN0 3166
CN1 4913, LN1 7883, HN1 5641
CN2 6498, LN2 9368, HN2 7126
CN3 8973, LN3 1843, HN3 9601
CN4 0458, LN4 3328, HN4 1186

CN0 9804, LN0 2774, HN0 0532
CN1 1389, LN1 4259, HN1 2017
CN2 3864, LN2 6734, HN2 4592
CN3 5349, LN3 8219, HN3 6077
CN4 7824, LN4 0794, HN4 8552

CN0 8093, LN0 1963, HN0 9721
CN1 0578, LN1 3448, HN1 1206
CN2 2053, LN2 5923, HN2 3781
CN3 4538, LN3 7408, HN3 5266
CN4 6013, LN4 9983, HN4 7741

CN0 5460, LN0 8330, HN0 6198
CN1 7945, LN1 0815, HN1 8673
CN2 9420, LN2 2390, HN2 0158
CN3 1905, LN3 4875, HN3 2633
CN4 3480, LN4 6350, HN4 4118

CN0 2738, LN0 5608, HN0 3466
CN1 4213, LN1 7183, HN1 5941
CN2 6798, LN2 9668, HN2 7426
CN3 8273, LN3 1143, HN3 9901
CN4 0758, LN4 3628, HN4 1486

CN0 9108, LN0 2078, HN0 0836
CN1 1683, LN1 4553, HN1 2311
CN2 3168, LN2 6038, HN2 4896
CN3 5643, LN3 8513, HN3 6371
CN4 7128, LN4 0098, HN4 8856

CN0 2137, LN0 5007, HN0 3865
CN1 4612, LN1 7582, HN1 5340
CN2 6197, LN2 9067, HN2 7825
CN3 8672, LN3 1542, HN3 9300
CN4 0157, LN4 3027, HN4 1885

CN0 5061, LN0 8931, HN0 6799
CN1 7546, LN1 0416, HN1 8274
CN2 9021, LN2 2991, HN2 0759
CN3 1506, LN3 4476, HN3 2234
CN4 3081, LN4 6951, HN4 4719

CN0 2875, LN0 5745, HN0 3503
CN1 4350, LN1 7220, HN1 5088
CN2 6835, LN2 9705, HN2 7563
CN3 8310, LN3 1280, HN3 9048
CN4 0895, LN4 3765, HN4 1523

CN0 9104, LN0 2074, HN0 0832
CN1 1689, LN1 4559, HN1 2317
CN2 3164, LN2 6034, HN2 4892
CN3 5649, LN3 8519, HN3 6377
CN4 7124, LN4 0094, HN4 8852

CN0 3982, LN0 6852, HN0 4610
CN1 5467, LN1 8337, HN1 6195
CN2 7942, LN2 0812, HN2 8670
CN3 9427, LN3 2397, HN3 0155
CN4 1902, LN4 4872, HN4 2630

CN0 9164, LN0 2034, HN0 0892
CN1 1649, LN1 4519, HN1 2377
CN2 3124, LN2 6094, HN2 4852
CN3 5609, LN3 8579, HN3 6337
CN4 7184, LN4 0054, HN4 8812

CN0 9504, LN0 2474, HN0 0232
CN1 1089, LN1 4959, HN1 2717
CN2 3564, LN2 6434, HN2 4292
CN3 5049, LN3 8919, HN3 6777
CN4 7524, LN4 0494, HN4 8252

CN0 9408, LN0 2378, HN0 0136
CN1 1983, LN1 4853, HN1 2611
CN2 3468, LN2 6338, HN2 4196
CN3 5943, LN3 8813, HN3 6671
CN4 7428, LN4 0398, HN4 8156

CN0 9164, LN0 2034, HN0 0892
CN1 1649, LN1 4519, HN1 2377
CN2 3124, LN2 6094, HN2 4852
CN3 5609, LN3 8579, HN3 6337
CN4 7184, LN4 0054, HN4 8812

CN0 7026, LN0 0996, HN0 8754
CN1 9501, LN1 2471, HN1 0239
CN2 1086, LN2 4956, HN2 2714
CN3 3561, LN3 6431, HN3 4299
CN4 5046, LN4 8916, HN4 6774

CN0 4697, LN0 7567, HN0 5325
CN1 6172, LN1 9042, HN1 7800
CN2 8657, LN2 1527, HN2 9385
CN3 0132, LN3 3002, HN3 1860
CN4 2617, LN4 5587, HN4 3345

CN0 6178, LN0 9048, HN0 7806
CN1 8653, LN1 1523, HN1 9381
CN2 0138, LN2 3008, HN2 1866
CN3 2613, LN3 5583, HN3 3341
CN4 4198, LN4 7068, HN4 5826

CN0 8097, LN0 1967, HN0 9725
CN1 0572, LN1 3442, HN1 1200
CN2 2057, LN2 5927, HN2 3785
CN3 4532, LN3 7402, HN3 5260
CN4 6017, LN4 9987, HN4 7745

CN0 9108, LN0 2078, HN0 0836
CN1 1683, LN1 4553, HN1 2311
CN2 3168, LN2 6038, HN2 4896
CN3 5643, LN3 8513, HN3 6371
CN4 7128, LN4 0098, HN4 8856

CN0 9501, LN0 2471, HN0 0239
CN1 1086, LN1 4956, HN1 2714
CN2 3561, LN2 6431, HN2 4299
CN3 5046, LN3 8916, HN3 6774
CN4 7521, LN4 0491, HN4 8259

CN0 6875, LN0 9745, HN0 7503
CN1 8350, LN1 1220, HN1 9088
CN2 0835, LN2 3705, HN2 1563
CN3 2310, LN3 5280, HN3 3048
CN4 4895, LN4 7765, HN4 5523

CN0 9801, LN0 2771, HN0 0539
CN1 1386, LN1 4256, HN1 2014
CN2 3861, LN2 6731, HN2 4599
CN3 5346, LN3 8216, HN3 6074
CN4 7821, LN4 0791, HN4 8559

CN0 3926, LN0 6896, HN0 4654
CN1 5401, LN1 8371, HN1 6139
CN2 7986, LN2 0856, HN2 8614
CN3 9461, LN3 2331, HN3 0199
CN4 1946, LN4 4816, HN4 2674

CN0 7360, LN0 0230, HN0 8098
CN1 9845, LN1 2715, HN1 0573
CN2 1320, LN2 4290, HN2 2058
CN3 3805, LN3 6775, HN3 4533
CN4 5380, LN4 8250, HN4 6018

CN0 2178, LN0 5048, HN0 3806
